 % Simple dark flight model for the fireball: IT20000000
 % Hypothesis: no Earth rotation; no winds; exponential atmosphere COESA 1976 model. 
 % Input data from atmospheric dynamical model. 
    
 INPUT DATA 
    
 % Drag coefficient (adimensional):                          0.58 
 % M/S for dark flight (kg/m^2):                           224.99 
 % Drag*S/M for dark flight (m^2/kg):                    0.002578 
 % Start height dark flight (km):                           23.25 
 % Start velocity dark flight (km/s):                        3.04 
 % Start acceleration dark flight (km/s^2):                 -1.24 
    
 RESULTS 
    
 % Horizontal length dark flight (km):                      10.16 
 % Flight time (s):                                        213.00 
 % Geographical Latitude strewn field (degree):           45.3293  
 % Geographical Longitude strewn field (degree):          12.0667 
    
% quota (km)     Vx (km/s)       Vy (km/s)      V (km/s)        Lx (km)     tempo di caduta (s)
    
     4.952 	      0.000 	     -0.074 	      0.074 		      10.16 	     135.50 
     4.915 	      0.000 	     -0.074 	      0.074 		      10.16 	     136.00 
     4.878 	      0.000 	     -0.074 	      0.074 		      10.16 	     136.50 
     4.841 	      0.000 	     -0.074 	      0.074 		      10.16 	     137.00 
     4.804 	      0.000 	     -0.074 	      0.074 		      10.16 	     137.50 
     4.767 	      0.000 	     -0.073 	      0.073 		      10.16 	     138.00 
     4.731 	      0.000 	     -0.073 	      0.073 		      10.16 	     138.50 
     4.694 	      0.000 	     -0.073 	      0.073 		      10.16 	     139.00 
     4.658 	      0.000 	     -0.073 	      0.073 		      10.16 	     139.50 
     4.621 	      0.000 	     -0.073 	      0.073 		      10.16 	     140.00 
     4.585 	      0.000 	     -0.073 	      0.073 		      10.16 	     140.50 
     4.549 	      0.000 	     -0.072 	      0.072 		      10.16 	     141.00 
     4.512 	      0.000 	     -0.072 	      0.072 		      10.16 	     141.50 
     4.476 	      0.000 	     -0.072 	      0.072 		      10.16 	     142.00 
     4.440 	      0.000 	     -0.072 	      0.072 		      10.16 	     142.50 
     4.404 	      0.000 	     -0.072 	      0.072 		      10.16 	     143.00 
     4.368 	      0.000 	     -0.072 	      0.072 		      10.16 	     143.50 
     4.333 	      0.000 	     -0.072 	      0.072 		      10.16 	     144.00 
     4.297 	      0.000 	     -0.071 	      0.071 		      10.16 	     144.50 
     4.261 	      0.000 	     -0.071 	      0.071 		      10.16 	     145.00 
     4.226 	      0.000 	     -0.071 	      0.071 		      10.16 	     145.50 
